 YEAR  MO   LON     LAT      str1      HAULJOIN LENGTH  FREQ  str2   BTTM_TEMP    SST    BTTM_DEPT    CPUE      BIN
1996.0,6.0,200.5890,55.63290,somestring,881278.0,390.0,1.0,anotherstring,4.4,7.5,113.0,833.6547,300.0
1996.0,6.0,200.5890,55.63290,somestring,881278.0,400.0,1.0,anotherstring,4.4,7.5,113.0,833.6547,300.0
1996.0,6.0,200.5890,55.63290,somestring,881278.0,450.0,1.0,anotherstring,4.4,7.5,113.0,833.6547,400.0
1996.0,6.0,200.5890,55.63290,somestring,881278.0,430.0,1.0,anotherstring,4.4,7.5,113.0,833.6547,400.0
1996.0,6.0,200.5890,55.63290,somestring,881278.0,470.0,1.0,anotherstring,4.4,7.5,113.0,833.6547,400.0
1996.0,6.0,200.5890,55.63290,somestring,881278.0,460.0,1.0,anotherstring,4.4,7.5,113.0,833.6547,400.0
1996.0,6.0,200.5890,55.63290,somestring,881278.0,560.0,2.0,anotherstring,4.4,7.5,113.0,833.6547,500.0
1996.0,6.0,200.5890,55.63290,somestring,881278.0,530.0,1.0,anotherstring,4.4,7.5,113.0,833.6547,500.0
1996.0,6.0,200.5890,55.63290,somestring,881278.0,560.0,1.0,anotherstring,4.4,7.5,113.0,833.6547,500.0
1996.0,6.0,200.5890,55.63290,somestring,881278.0,550.0,1.0,anotherstring,4.4,7.5,113.0,833.6547,500.0
