160.33331 79.08331
160.66663 78.99997
160.91661 78.91663
161.24992 78.83330
161.49991 78.74996
161.74989 78.66663
162.08321 78.58329
162.58318 78.49995
165.49966 78.49995
167.24956 78.49995
167.99951 78.41662
168.41615 78.33328
168.99945 78.24995
169.91606 78.16661
170.41603 78.08327
170.99933 77.99994
171.49930 77.91660
171.83261 77.83327
172.16592 77.74993
172.41591 77.66660
172.66589 77.58326
172.83255 77.49992
173.08253 77.41659
173.33252 77.33325
173.58250 77.24992
174.24913 77.16658
175.66571 77.16658
176.08235 77.16658
176.58232 77.08324
176.91563 76.91657
176.99896 76.83324
176.99896 76.74990
177.08229 76.66656
177.08229 76.58323
177.16562 76.49989
177.49893 76.33322
179.66547 76.33322
181.99866 76.41656
181.91533 76.33322
181.83200 76.24989
181.41536 76.16655
181.24870 76.08321
181.24870 75.99988
181.41536 75.91654
181.49869 75.83321
181.66534 75.74987
181.83200 75.66653
182.41530 75.58320
185.08180 75.49986
186.74837 75.58320
189.33154 75.66653
189.66486 75.74987
189.83151 75.83321
190.24815 75.91654
190.66479 75.99988
191.16476 76.08321
191.58141 76.16655
191.91472 76.24989
192.49802 76.33322
192.99799 76.41656
999.00000 99.00000
191.41475 77.08324
191.24809 77.16658
191.16476 77.24992
190.99811 77.41659
190.91478 77.49992
190.91478 77.58326
190.74812 77.66660
190.66479 77.74993
190.58147 77.83327
190.58147 77.91660
190.58147 77.99994
190.66479 78.08327
190.74812 78.16661
190.99811 78.24995
191.33142 78.33328
191.74806 78.41662
192.33136 78.49995
999.00000 99.00000
191.41475 77.08324
192.83133 77.08324
193.08131 77.16658
193.49796 77.16658
193.83127 77.08324
194.83121 76.99991
195.08119 76.91657
195.16452 76.83324
195.24785 76.74990
194.91454 76.66656
194.58122 76.58323
194.33124 76.49989
192.99799 76.41656
999.00000 99.00000
192.33136 78.49995
194.24791 78.58329
194.91454 78.66663
195.66449 78.74996
199.16428 78.74996
200.08089 78.66663
200.24754 78.58329
200.08089 78.49995
199.83090 78.41662
199.58092 78.33328
199.41426 78.24995
199.16428 78.16661
198.91429 78.08327
198.66431 77.99994
198.41432 77.91660
198.16434 77.83327
197.91435 77.74993
197.66437 77.66660
197.66437 77.58326
197.74770 77.49992
198.16434 77.41659
198.33099 77.33325
198.24767 77.24992
198.16434 77.16658
198.08101 77.08324
197.91435 76.99991
197.74770 76.91657
197.58104 76.83324
196.16446 76.74990
195.83115 76.49989
195.83115 76.41656
195.83115 76.33322
195.83115 76.24989
195.83115 76.16655
195.83115 76.08321
195.83115 75.99988
195.83115 75.91654
195.83115 75.83321
195.74782 75.74987
195.58116 75.66653
195.41451 75.58320
195.33118 75.49986
195.33118 75.41653
195.33118 75.33319
195.41451 75.24986
195.49783 75.16652
195.74782 75.08318
195.99780 75.00000
196.16446 74.91666
196.41444 74.83333
197.08107 74.74999
197.49771 74.66666
197.74770 74.58332
198.33099 74.49998
198.74763 74.41665
199.08095 74.33331
199.16428 74.24998
199.24760 74.16664
199.16428 74.08331
199.16428 73.99997
198.99762 73.91663
198.83096 73.83330
198.83096 73.74996
198.99762 73.66663
199.16428 73.58329
199.33093 73.49995
199.49759 73.41662
199.66425 73.33328
200.24754 73.24995
200.83084 73.16661
201.83078 73.08327
202.33075 72.99994
202.41408 72.91660
202.58073 72.83327
202.66406 72.74993
202.74739 72.66660
202.91405 72.58326
203.74733 72.41659
204.41396 72.33325
205.24724 72.24992
205.83054 72.16658
206.08052 72.08324
206.33051 71.99991
206.99713 71.91657
207.41377 71.83324
207.66376 71.74990
207.99707 71.66656
208.41371 71.58323
209.08034 71.49989
209.58031 71.41656
210.66357 71.33322
211.66351 71.24989
212.16348 71.16655
213.33008 71.08321
215.91325 70.99988
216.24657 70.91654
217.49649 70.83321
